"objid","baumnummer","geometry"
"97358","UN-2366","POINT (2682153.8 1251294.9)"
"92708","UN-2370","POINT (2682124.2 1251307.6)"
"93017","WP-1402","POINT (2682107 1251227.5)"
"123020","AF-6214","POINT (2682025.8 1251235.1)"
"93404","WP-1432","POINT (2682170.5 1251092.4)"
"110663","UN-2399","POINT (2682130.2 1251367.9)"
"92870","WP-1412","POINT (2682050.8 1251218.1)"
"110660","UN-2400","POINT (2682134.2 1251369.2)"
"110135","UN-7278","POINT (2682140.2 1251375.8)"
"3635","WP-1413","POINT (2682033 1251195.2)"
"92720","UN-2386","POINT (2682149.2 1251313.2)"
"104885","WP-2968","POINT (2682135.5 1250982.9)"
"6098","WP-1491","POINT (2682083.8 1251130)"
"123029","AF-6221","POINT (2682039.2 1251223.6)"
"3521","WP-1427","POINT (2682104.8 1251155.1)"
"93569","WP-1508","POINT (2682124 1251027.5)"
"111731","UN-7287","POINT (2682139.8 1251355.8)"
"105563","WP-1488","POINT (2682045 1251168.5)"
"93536","UN-2475","POINT (2682155.8 1251351.2)"
"93539","WP-1524","POINT (2682113.5 1251083.5)"
"93644","UN-2602","POINT (2682130.2 1251341.6)"
"93014","WP-1401","POINT (2682104.5 1251227.8)"
"92705","UN-2369","POINT (2682132.5 1251301)"
"123035","AF-6212","POINT (2682028.8 1251218.8)"
"93431","WP-1356","POINT (2682132.8 1251076.1)"
"105569","WP-1424","POINT (2682073.8 1251222.5)"
"6122","WP-1345","POINT (2682106.5 1251078.5)"
"92981","UN-2474","POINT (2682161.5 1251336.1)"
"110657","UN-2398","POINT (2682135.2 1251371.5)"
"93572","WP-1507","POINT (2682124.2 1251030.8)"
"94781","UN-2352","POINT (2682161 1251240.8)"
"92573","UN-2356","POINT (2682145.8 1251262.4)"
"92696","UN-2372","POINT (2682134.2 1251280.9)"
"134549","UN-2359","POINT (2682162 1251266.4)"
"93410","WP-1357","POINT (2682165 1251107)"
"92861","HG-904","POINT (2682023 1251164.4)"
"116762","UN-7526","POINT (2682137.8 1251341.1)"
"6119","WP-1343","POINT (2682092 1251044.4)"
"92714","UN-4129","POINT (2682114.8 1251336.4)"
"170987","WP-2962","POINT (2682038.5 1251099.2)"
"134426","WP-2966","POINT (2682115 1251007.9)"
"116645","UN-7524","POINT (2682124.5 1251329)"
"93137","WP-1298","POINT (2682126.8 1251247.2)"
"6101","WP-1325","POINT (2682156 1250991.8)"
"134540","WP-1333","POINT (2682101 1251048.1)"
"134408","UN-2473","POINT (2682165.5 1251321.5)"
"93005","WP-1482","POINT (2682088 1251229.9)"
"105566","HG-905","POINT (2682027.2 1251165)"
"116642","UN-7523","POINT (2682116.8 1251330.2)"
"93416","WP-1319","POINT (2682114.5 1251140.9)"
"92747","WP-1312","POINT (2682057 1251159.8)"
"23876","HG-2333","POINT (2679006.5 1251687.5)"
"4391","HG-1462","POINT (2679319.5 1251473.8)"
"85595","HG-1455","POINT (2679253.8 1251523.5)"
"146255","HG-3394","POINT (2679134 1251324.2)"
"59591","HG-89","POINT (2679061.5 1251611)"
"76895","HG-1440","POINT (2679211.8 1251562.4)"
"146411","HG-3388","POINT (2679044.8 1251297)"
"85580","HG-1443","POINT (2679211.5 1251547.2)"
"79946","HG-2671","POINT (2679069.2 1251452.2)"
"5027","HG-1259","POINT (2679242.2 1251481.5)"
"59588","HG-7161","POINT (2679056.5 1251620)"
"223433","HG-5257","POINT (2679083.5 1251245.9)"
"85709","HG-1261","POINT (2679264.2 1251472.9)"
"19754","HG-828","POINT (2679093.2 1251568.5)"
"19751","HG-840","POINT (2679120.2 1251543.6)"
"146387","HG-3401","POINT (2679156.8 1251355.4)"
"146399","HG-3383","POINT (2678994.2 1251319)"
"85601","HG-1453","POINT (2679238.5 1251532.5)"
"195320","HG-7235","POINT (2679259.5 1251337.6)"
"228452","HG-3372","POINT (2679083.5 1251356.6)"
"146264","HG-3409","POINT (2679227.8 1251321.6)"
"97172","HG-6334","POINT (2679296.8 1251410.6)"
"14246","HG-7311","POINT (2679297.8 1251483)"
"60524","HG-66","POINT (2679274.5 1251390.4)"
"104366","HG-2916","POINT (2678989.5 1251331.4)"
"38774","HG-2926","POINT (2679100.2 1251264.6)"
"69236","HG-7433","POINT (2679045 1251634.6)"
"146126","HG-3379","POINT (2679074.5 1251340.6)"
"85589","HG-1457","POINT (2679279.2 1251508.1)"
"87686","HG-1880","POINT (2679243.8 1251581.8)"
"54305","HG-3948","POINT (2679040.5 1251641)"
"110195","HG-1868","POINT (2679274.5 1251533.9)"
"19748","HG-67","POINT (2679269.2 1251398.5)"
"114788","HG-5055","POINT (2679265.8 1251353.2)"
"194624","HG-3947","POINT (2678930.8 1251751.6)"
"87707","HG-1867","POINT (2679264 1251540.2)"
"15101","HG-7421","POINT (2679334.2 1251475)"
"228446","HG-3378","POINT (2679067.2 1251345)"
"31379","HG-80","POINT (2679085 1251578.1)"
"15107","HG-7423","POINT (2679289 1251563.8)"
"97169","HG-6333","POINT (2679284.2 1251414.5)"
"122315","HG-142","POINT (2679281 1251403.1)"
"6995","HG-2697","POINT (2678968.8 1251766.1)"
"79955","HG-2674","POINT (2679086 1251446.9)"
"239357","HG-2716","POINT (2679275.8 1251353.8)"
"85712","HG-1262","POINT (2679276.8 1251467.4)"
"190088","HG-2925","POINT (2679084 1251268.2)"
"201665","HG-6305","POINT (2679060.8 1251294.6)"
"87500","HG-1472","POINT (2679303.2 1251461.6)"
"87509","HG-1463","POINT (2679306.5 1251483.8)"
"140573","HG-111","POINT (2678909.8 1251772)"
"87506","HG-1469","POINT (2679305.5 1251479.2)"
"87503","HG-1460","POINT (2679317.5 1251484)"
"146273","HG-3405","POINT (2679200.5 1251341.8)"
"104372","HG-2918","POINT (2679005.8 1251339.5)"
"23813","HG-72","POINT (2679158.2 1251515.6)"
"79943","HG-82","POINT (2679132.2 1251504.5)"
"85592","HG-1456","POINT (2679263.5 1251517.2)"
"4286","HG-1461","POINT (2679326.5 1251479)"
"44549","HG-7185","POINT (2678991.8 1251701.9)"
"193154","HG-5306","POINT (2678955.5 1251731.6)"
"103457","HG-5057","POINT (2679081.8 1251262.2)"
"146132","HG-3377","POINT (2679075.5 1251358.8)"
"239351","HG-5048","POINT (2679269.2 1251364.6)"
"170924","HG-3547","POINT (2679098.2 1251420.5)"
"195317","HG-7233","POINT (2679258.8 1251333.4)"
"8324","HG-2817","POINT (2679213 1251521.6)"
"194606","HG-103","POINT (2678969 1251720.4)"
"124697","HG-6331","POINT (2679292.2 1251412.6)"
"17189","HG-2349","POINT (2679285 1251555.6)"
"87713","HG-1862","POINT (2679234.5 1251559.4)"
"11444","HG-2985","POINT (2679215.8 1251530.2)"
"60527","HG-68","POINT (2679263.2 1251407.6)"
"228977","HG-3410","POINT (2679238.2 1251350.9)"
"234473","HG-3362","POINT (2679072.8 1251353.1)"
"79949","HG-2672","POINT (2679077 1251453)"
"23810","HG-71","POINT (2679167.5 1251508.8)"
"96176","HG-5254","POINT (2679071.8 1251229.2)"
"228962","HG-3395","POINT (2679127 1251323.4)"
"170006","HG-3544","POINT (2679106.2 1251433.6)"
"105263","HG-2688","POINT (2679204 1251485.6)"
"139574","HG-3376","POINT (2679073.5 1251355)"
"38780","HG-2988","POINT (2679181.2 1251498.6)"
"171899","HG-3560","POINT (2679255 1251335.6)"
"4403","HG-1506","POINT (2679285 1251471.6)"
"146135","HG-3367","POINT (2679079.8 1251349.4)"
"194603","HG-102","POINT (2678977.2 1251713.6)"
"11453","HG-2987","POINT (2679293 1251467.2)"
"87701","HG-1873","POINT (2679259.2 1251557.2)"
"104369","HG-2917","POINT (2678997.8 1251336)"
"5030","HG-1260","POINT (2679254 1251486.2)"
"22448","HG-3946","POINT (2679141 1251528.2)"
"193886","HG-7361","POINT (2679333.5 1251451.9)"
"170921","HG-3548","POINT (2679101.5 1251423.2)"
"17579","HG-7155","POINT (2679285.5 1251457.1)"
"146249","HG-3374","POINT (2679082.5 1251355)"
"4400","HG-1495","POINT (2679272.2 1251425.9)"
"146516","HG-3389","POINT (2679061.2 1251289.5)"
"146261","HG-3391","POINT (2679138.8 1251322.2)"
"228950","HG-3369","POINT (2679079.8 1251358.4)"
"87704","HG-1875","POINT (2679249 1251564.1)"
"87614","HG-1517","POINT (2679243.8 1251515.8)"
"85244","HG-1508","POINT (2679274.5 1251498.5)"
"228971","HG-3403","POINT (2679189.2 1251337.9)"
"151106","HG-3550","POINT (2679156.8 1251306.8)"
"210533","HG-6306","POINT (2679059.5 1251292.9)"
"80081","HG-1494","POINT (2679277.2 1251434.4)"
"228959","HG-3366","POINT (2679076.2 1251351.2)"
"146396","HG-3396","POINT (2679081 1251383.5)"
"97178","HG-6337","POINT (2679336.8 1251464.8)"
"80072","HG-2683","POINT (2679075.8 1251504.5)"
"11450","HG-2690","POINT (2679281.2 1251495.8)"
"87617","HG-1513","POINT (2679256.2 1251509.1)"
"56057","HG-69","POINT (2679189 1251492.8)"
"87698","HG-1870","POINT (2679269.2 1251550.8)"
"23816","HG-2612","POINT (2679110 1251552.5)"
"172151","HG-3365","POINT (2679078.2 1251363.8)"
"85577","HG-1447","POINT (2679225 1251544.8)"
"87623","HG-1511","POINT (2679269.5 1251501.1)"
"146270","HG-3558","POINT (2679247.2 1251326)"
"19760","HG-88","POINT (2679068.2 1251601)"
"146267","HG-3412","POINT (2679250.2 1251320.8)"
"97175","HG-6336","POINT (2679334.5 1251460.2)"
"87620","HG-1512","POINT (2679262 1251504.6)"
"11447","HG-2986","POINT (2679221 1251527.6)"
"146246","HG-3371","POINT (2679081.5 1251353.1)"
"193151","HG-5305","POINT (2678943.8 1251741)"
"85604","HG-1525","POINT (2679231.8 1251522.5)"
"146402","HG-3385","POINT (2679003.2 1251311.6)"
"146243","HG-3375","POINT (2679080.5 1251351.5)"
"130934","HG-7424","POINT (2679034 1251302.2)"
"87689","HG-1881","POINT (2679254 1251575.5)"
"59594","HG-79","POINT (2679101.8 1251559.9)"
"146408","HG-3386","POINT (2679022.8 1251305.4)"
"59585","HG-96","POINT (2679024.5 1251664.1)"
"87512","HG-1524","POINT (2679237.2 1251520)"
"31031","HG-5010","POINT (2679311.8 1251435.8)"
"122312","HG-5047","POINT (2679269.8 1251357.9)"
"85571","HG-1251","POINT (2679220 1251580.6)"
"79958","HG-2675","POINT (2679091 1251443.9)"
"114791","HG-7236","POINT (2679262.2 1251359.5)"
"97166","HG-85","POINT (2679106.2 1251532.8)"
"79952","HG-2673","POINT (2679081.5 1251449.6)"
"184112","HG-110","POINT (2678916.8 1251764.5)"
"85871","HG-1492","POINT (2679285.5 1251449.5)"
"104375","HG-2920","POINT (2679034.2 1251351.6)"
"23873","HG-2659","POINT (2679012 1251680.9)"
"22313","HG-2603","POINT (2679132 1251534.6)"
"15104","HG-7422","POINT (2679272.5 1251529.6)"
"87695","HG-1869","POINT (2679279.2 1251544.6)"
"151109","HG-3552","POINT (2679118 1251298.1)"
"146252","HG-3393","POINT (2679136.2 1251327.8)"
"16325","HG-4844","POINT (2679285.5 1251460.6)"
"239348","HG-5052","POINT (2679259.8 1251365)"
"80075","HG-2668","POINT (2678924.5 1251774.5)"
"228974","HG-3406","POINT (2679206.5 1251353.6)"
"224372","HG-7121","POINT (2679239.8 1251320.1)"
"85598","HG-1454","POINT (2679245.5 1251528.1)"
"172145","HG-3546","POINT (2679105.5 1251419.8)"
"189254","HG-7410","POINT (2679339.2 1251467.9)"
"4397","HG-1493","POINT (2679281.5 1251442.8)"
"63896","HG-100","POINT (2678999 1251695)"
"104384","HG-2923","POINT (2679067.8 1251380.8)"
"79988","HG-1491","POINT (2679290.8 1251458.4)"
"12659","HG-2348","POINT (2679274.8 1251562.4)"
"104378","HG-2921","POINT (2679042 1251355.2)"
"87497","HG-1474","POINT (2679306 1251451)"
"238820","HG-5058","POINT (2679080 1251258)"
"146384","HG-3402","POINT (2679171.5 1251347)"
"146405","HG-3384","POINT (2679011.2 1251312.1)"
"38777","HG-2927","POINT (2679113.5 1251252)"
"228953","HG-3364","POINT (2679076.5 1251360.2)"
"85574","HG-1450","POINT (2679219 1251548.2)"
"5024","HG-1258","POINT (2679247.8 1251503.1)"
"190097","HG-2537","POINT (2678918.2 1251349.6)"
"90251","HG-2715","POINT (2679236.8 1251425.1)"
"79937","HG-84","POINT (2679110.5 1251522)"
"146393","HG-3397","POINT (2679102 1251388.9)"
"239345","HG-5051","POINT (2679259 1251376.8)"
"67175","HG-7443","POINT (2679035.2 1251648.6)"
"110198","HG-1877","POINT (2679239 1251570.9)"
"146390","HG-3399","POINT (2679111.8 1251379.1)"
"85706","HG-1527","POINT (2679226 1251525.1)"
"228968","HG-3400","POINT (2679131.2 1251368.6)"
"122318","HG-5253","POINT (2679064.8 1251223.8)"
"31028","HG-5009","POINT (2679283.2 1251426.1)"
"228965","HG-3398","POINT (2679106.5 1251380.6)"
"192134","HG-2946","POINT (2678961.2 1251726.8)"
"59504","HG-97","POINT (2679018.5 1251672.6)"
"185258","HG-2938","POINT (2679121 1251342.1)"
"87710","HG-1865","POINT (2679244.5 1251553.1)"
"4394","HG-1477","POINT (2679297.8 1251474.4)"
"140462","HG-109","POINT (2678924 1251757.5)"
"124694","HG-6332","POINT (2679284.2 1251415)"
"172148","HG-3404","POINT (2679218.5 1251322.8)"
"12764","HG-2630","POINT (2679309 1251488.9)"
"146276","HG-3408","POINT (2679237 1251339)"
"239354","HG-5049","POINT (2679269 1251363)"
"146129","HG-3363","POINT (2679074.5 1251356.6)"
"81938","HG-1866","POINT (2679254.8 1251546.5)"
"12662","HG-2908","POINT (2679286.8 1251503.6)"
"100466","HG-5045","POINT (2679264.5 1251344.1)"
"228449","HG-3370","POINT (2679081.8 1251362)"
"80063","HG-2680","POINT (2679073.2 1251444.9)"
"25010","HG-2323","POINT (2679116.5 1251546.9)"
"60530","HG-5008","POINT (2679307 1251438.8)"
"190091","HG-2369","POINT (2678941.2 1251335.5)"
"190094","HG-2538","POINT (2678932.8 1251340.6)"
"228956","HG-3368","POINT (2679078 1251354.9)"
"107507","HG-5258","POINT (2679086.2 1251251.6)"
"103454","HG-5050","POINT (2679261.2 1251367.5)"
"224375","HG-7120","POINT (2679237.2 1251317.4)"
"85586","HG-1451","POINT (2679223 1251538.5)"
"19757","HG-87","POINT (2679076.2 1251589.8)"
"193676","HG-7184","POINT (2678938.5 1251745.4)"
"4265","HG-951","POINT (2679271.5 1251512.4)"
"122324","HG-2919","POINT (2679026.2 1251348.4)"
"80060","HG-2678","POINT (2679095.8 1251440.5)"
"151625","HG-3545","POINT (2679104.8 1251427.6)"
"152330","HG-3553","POINT (2679235 1251315.4)"
"151376","HG-3559","POINT (2679249 1251331.1)"
"185261","HG-3382","POINT (2679036.2 1251342.2)"
"16322","HG-4843","POINT (2679268.2 1251479.6)"
"80066","HG-2681","POINT (2679072.8 1251456.2)"
"97163","HG-86","POINT (2679104.8 1251536.4)"
"238811","HG-5056","POINT (2679268.2 1251376.1)"
"104381","HG-2922","POINT (2679049.5 1251359.8)"
"104387","HG-2924","POINT (2679068.2 1251404.2)"
"146378","HG-3411","POINT (2679238.8 1251348.5)"
"80069","HG-2682","POINT (2679073.5 1251506)"
"16319","HG-4840","POINT (2679266.5 1251461.8)"
"174470","HG-3373","POINT (2679085.2 1251360.1)"
"146258","HG-3392","POINT (2679140.5 1251325.8)"
"85241","HG-1515","POINT (2679251.5 1251511.8)"
"104318","HG-2915","POINT (2678982.5 1251326.2)"
"33428","HG-95","POINT (2679030.2 1251655.8)"
"80057","HG-2676","POINT (2679101.5 1251436.9)"
"85583","HG-1446","POINT (2679211 1251540.8)"
"192209","HG-7432","POINT (2678908.2 1251356.2)"
"87692","HG-1883","POINT (2679264.2 1251568.8)"
"146381","HG-3407","POINT (2679213 1251365.1)"
"121472","HG-81","POINT (2679135.5 1251511.4)"
"79940","HG-83","POINT (2679128 1251510.2)"
"172322","HG-3380","POINT (2679073.5 1251330)"
"86636","SW-10395","POINT (2685424.2 1250769.4)"
"12884","SW-5916","POINT (2685496.8 1250699.5)"
"85556","SW-9105","POINT (2685207.8 1250789.1)"
"86741","SW-1370","POINT (2685400 1250711.1)"
"77267","SW-1362","POINT (2685433.8 1250708.6)"
"188801","SW-12843","POINT (2685467.2 1250841.1)"
"37109","SW-5820","POINT (2685272.5 1250760.5)"
"65324","SW-5997","POINT (2685404.8 1250845)"
"13592","SW-10414","POINT (2685420.5 1250716)"
"12863","SW-5934","POINT (2685524 1250718.8)"
"7103","SW-9291","POINT (2685415.8 1250708.1)"
"85703","SW-1316","POINT (2685463.2 1250735.1)"
"87173","SW-10408","POINT (2685472.8 1250773)"
"12542","SW-9288","POINT (2685419.5 1250628.6)"
"164963","SW-6011","POINT (2685455.2 1250827.8)"
"12761","SW-5933","POINT (2685533.5 1250713.4)"
"8177","SW-5944","POINT (2685436.5 1250693.9)"
"65330","SW-5816","POINT (2685281.5 1250777.5)"
"13253","SW-5831","POINT (2685501.5 1250573.2)"
"219134","SW-6028","POINT (2685503.2 1250843.2)"
"76127","SW-851","POINT (2685500.2 1250602.1)"
"81341","SW-1321","POINT (2685476.5 1250710.8)"
"12869","SW-5928","POINT (2685538.5 1250691.8)"
"85814","SW-625","POINT (2685479.5 1250796.6)"
"85697","SW-1304","POINT (2685500.8 1250779)"
"13184","SW-5822","POINT (2685347.2 1250708)"
"76106","SW-339","POINT (2685455.8 1250627.8)"
"11585","SW-10541","POINT (2685509.2 1250756.2)"
"180107","SW-12490","POINT (2685477 1250818.8)"
"219131","SW-6022","POINT (2685508 1250825)"
"81344","SW-1322","POINT (2685487.2 1250729.8)"
"7025","SW-10034","POINT (2685511.2 1250747)"
"86639","SW-10396","POINT (2685427.5 1250778.8)"
"82868","SW-9106","POINT (2685228 1250793.1)"
"7100","SW-9290","POINT (2685413 1250710.5)"
"180110","SW-12225","POINT (2685493.8 1250804.2)"
"85685","SW-1309","POINT (2685505.8 1250766.5)"
"7277","SW-5910","POINT (2685466.2 1250659.9)"
"12986","SW-5915","POINT (2685488.5 1250689.5)"
"13169","SW-5828","POINT (2685387.8 1250655)"
"8279","SW-5964","POINT (2685424.2 1250678)"
"82883","SW-9111","POINT (2685252 1250776.1)"
"13595","SW-9292","POINT (2685408.2 1250718.9)"
"85700","SW-1311","POINT (2685472.8 1250752.8)"
"12998","SW-5949","POINT (2685488.2 1250766.4)"
"23231","SW-9165","POINT (2685279.2 1250829.6)"
"13166","SW-5973","POINT (2685389.8 1250705.8)"
"87680","SW-1320","POINT (2685465.5 1250718)"
"198143","SW-12752","POINT (2685506.5 1250837.2)"
"10262","SW-10576","POINT (2685517.2 1250770.2)"
"87071","SW-10406","POINT (2685456.8 1250745.1)"
"82877","SW-9109","POINT (2685256 1250787.4)"
"85784","SW-1318","POINT (2685482 1250721.8)"
"82880","SW-9110","POINT (2685264.2 1250773.1)"
"87170","SW-10407","POINT (2685452 1250736.2)"
"218633","SW-11931","POINT (2685442.8 1250834.9)"
"11570","SW-10536","POINT (2685485.2 1250792.9)"
"86048","SW-1444","POINT (2685540 1250514.6)"
"37103","SW-10868","POINT (2685480.8 1250871.4)"
"81347","SW-1315","POINT (2685491.8 1250739.6)"
"8165","SW-5936","POINT (2685455 1250697.5)"
"85679","SW-1313","POINT (2685496.2 1250747.8)"
"85478","SW-10410","POINT (2685520.8 1250776.2)"
"12866","SW-5929","POINT (2685529.2 1250697.9)"
"218630","SW-6016","POINT (2685462.8 1250826.9)"
"53177","SW-10874","POINT (2685423.8 1250834.4)"
"82703","SW-9114","POINT (2685259.8 1250768.4)"
"85694","SW-1308","POINT (2685495.5 1250770.8)"
"86045","SW-1445","POINT (2685532 1250535)"
"171857","SW-6013","POINT (2685454.5 1250827)"
"80780","SW-1292","POINT (2685518.8 1250704.4)"
"7094","SW-9280","POINT (2685540 1250645.4)"
"14843","SW-12832","POINT (2685527.5 1250576)"
"53192","SW-10865","POINT (2685292.2 1250750.5)"
"12758","SW-5932","POINT (2685543 1250707.6)"
"82886","SW-9112","POINT (2685255 1250773.1)"
"76121","SW-469","POINT (2685404.8 1250706.9)"
"12980","SW-5919","POINT (2685515.2 1250676.4)"
"85922","SW-1260","POINT (2685530 1250586.5)"
"8084","SW-5842","POINT (2685486 1250604.5)"
"219122","SW-6012","POINT (2685452 1250828.6)"
"218627","SW-6017","POINT (2685472 1250820.8)"
"19499","SW-9166","POINT (2685274.2 1250824.1)"
"8153","SW-5841","POINT (2685478 1250613.9)"
"20081","SW-1307","POINT (2685483 1250772.1)"
"13175","SW-5827","POINT (2685369.5 1250657.4)"
"20087","SW-6003","POINT (2685472.5 1250800.9)"
"14435","SW-5977","POINT (2685367.8 1250738.4)"
"82871","SW-9107","POINT (2685263.8 1250800)"
"11471","SW-5967","POINT (2685396.2 1250708.1)"
"77279","SW-1368","POINT (2685413 1250662.5)"
"219113","SW-6008","POINT (2685447.5 1250831.6)"
"86744","SW-1446","POINT (2685495 1250556.2)"
"77264","SW-1361","POINT (2685431.2 1250697.8)"
"239162","SW-10862","POINT (2685279.5 1250767.9)"
"7040","SW-10024","POINT (2685524.5 1250542.4)"
"86534","SW-9169","POINT (2685445.5 1250868.1)"
"76223","SW-901","POINT (2685529.2 1250606.9)"
"85691","SW-1312","POINT (2685484 1250750.9)"
"7019","SW-10032","POINT (2685502.5 1250733.1)"
"12881","SW-5917","POINT (2685505 1250692.4)"
"86633","SW-10394","POINT (2685423.5 1250759.8)"
"7043","SW-10022","POINT (2685534.8 1250508.9)"
"11582","SW-10540","POINT (2685534.2 1250784.2)"
"85916","SW-898","POINT (2685517.2 1250602)"
"8159","SW-5906","POINT (2685495.5 1250635.5)"
"77261","SW-1360","POINT (2685437 1250701.9)"
"13070","SW-5960","POINT (2685449.2 1250746.9)"
"8162","SW-5940","POINT (2685460.8 1250683.8)"
"85931","SW-1265","POINT (2685539.5 1250557.9)"
"7583","SW-5956","POINT (2685413.8 1250723.4)"
"6908","SW-10027","POINT (2685481.8 1250699.1)"
"53174","SW-10876","POINT (2685428.5 1250829.1)"
"76109","SW-461","POINT (2685448.5 1250667.4)"
"11579","SW-10539","POINT (2685526.5 1250787.6)"
"85808","SW-9179","POINT (2685456.2 1250736.4)"
"37112","SW-10864","POINT (2685275.2 1250760.6)"
"11567","SW-10535","POINT (2685430.5 1250762.5)"
